frame,delta_seconds
5364,0.009673
5365,0.009467
5366,0.009814
5367,0.009377
5368,0.009952
5369,0.009466
5370,0.009634
5371,0.009441
5372,0.009519
5373,0.009645
5374,0.009413
5375,0.009669
5376,0.009309
5377,0.009724
5378,0.009667
5379,0.009564
5380,0.009396
5381,0.009579
5382,0.009525
5383,0.009529
5384,0.009598
5385,0.009489
5386,0.010146
5387,0.009364
5388,0.009666
5389,0.009459
5390,0.009607
5391,0.009549
5392,0.009517
5393,0.009564
5394,0.009499
5395,0.010249
5396,0.010386
5397,0.010314
5398,0.009957
5399,0.009631
5400,0.009509
5401,0.009472
5402,0.009607
5403,0.009426
5404,0.009910
5405,0.009529
5406,0.009326
5407,0.009861
5408,0.009264
5409,0.009514
5410,0.009489
5411,0.009799
5412,0.009569
5413,0.009401
5414,0.009473
5415,0.009565
5416,0.009961
5417,0.010516
5418,0.010124
5419,0.009816
5420,0.009909
5421,0.009449
5422,0.009431
5423,0.009547
5424,0.009314
5425,0.009645
5426,0.009569
5427,0.009453
5428,0.009866
5429,0.009877
5430,0.009471
5431,0.009479
5432,0.009982
5433,0.009528
5434,0.009651
5435,0.009473
5436,0.009942
5437,0.009432
5438,0.009720
5439,0.009445
5440,0.009667
5441,0.009505
5442,0.009604
5443,0.009629
5444,0.009420
5445,0.009613
5446,0.009645
5447,0.009500
5448,0.009548
5449,0.009486
5450,0.009472
5451,0.009536
5452,0.009533
5453,0.010101
5454,0.009492
5455,0.009632
5456,0.009544
5457,0.009500
5458,0.009761
5459,0.009333
5460,0.009757
5461,0.010614
5462,0.010388
5463,0.009912
5464,0.010070
5465,0.009639
5466,0.009576
5467,0.009663
5468,0.009176
5469,0.009347
5470,0.009665
5471,0.009558
5472,0.009874
5473,0.009656
5474,0.009573
5475,0.009378
5476,0.009480
5477,0.009662
5478,0.009521
5479,0.009572
5480,0.009749
5481,0.009200
5482,0.009639
5483,0.009524
5484,0.009833
5485,0.009844
5486,0.009622
5487,0.009532
5488,0.009519
5489,0.009623
5490,0.009448
5491,0.009576
5492,0.009552
5493,0.009348
5494,0.009652
5495,0.009649
5496,0.009461
5497,0.010108
5498,0.009398
5499,0.009560
5500,0.009620
5501,0.009774
5502,0.009306
5503,0.010214
5504,0.010474
5505,0.010168
5506,0.009760
5507,0.009676
5508,0.009290
5509,0.009441
5510,0.009663
5511,0.009521
5512,0.009950
5513,0.009427
5514,0.009430
5515,0.009441
5516,0.009539
5517,0.009646
5518,0.009631
5519,0.009509
5520,0.009563
5521,0.009591
5522,0.010230
5523,0.010124
5524,0.010226
5525,0.009522
5526,0.009893
5527,0.009500
5528,0.009381
5529,0.009449
5530,0.009589
5531,0.009908
5532,0.009490
5533,0.009627
5534,0.009357
5535,0.009403
5536,0.010082
5537,0.009608
5538,0.009525
5539,0.009417
5540,0.009997
5541,0.009448
5542,0.009662
5543,0.009575
5544,0.009487
5545,0.009596
5546,0.009469
5547,0.009616
5548,0.009568
5549,0.009595
5550,0.010399
5551,0.010292
5552,0.010237
5553,0.009870
5554,0.009534
5555,0.009381
5556,0.009494
5557,0.009630
5558,0.009471
5559,0.045611
5560,0.002679
5561,0.010582
5562,0.009577
5563,0.009546
5564,0.009275
5565,0.009547
5566,0.009541
5567,0.009583
5568,0.009268
5569,0.009433
5570,0.009366
5571,0.009585
5572,0.009886
5573,0.009612
5574,0.009541
5575,0.009623
5576,0.009302
5577,0.009598
5578,0.009487
5579,0.009497
5580,0.009534
5581,0.009581
5582,0.009359
5583,0.009505
5584,0.009470
5585,0.009774
5586,0.009422
5587,0.009590
5588,0.009753
5589,0.009727
5590,0.009462
5591,0.009771
5592,0.009481
5593,0.009626
5594,0.009446
5595,0.009599
5596,0.009749
5597,0.009615
5598,0.009439
5599,0.009659
5600,0.009962
5601,0.009407
5602,0.009642
5603,0.009506
5604,0.009433
5605,0.009603
5606,0.009644
5607,0.009465
5608,0.009461
5609,0.009669
5610,0.009596
5611,0.009406
5612,0.009486
5613,0.009776
5614,0.009583
5615,0.009557
5616,0.009909
5617,0.009626
5618,0.009641
5619,0.009401
5620,0.009818
5621,0.009667
5622,0.009529
5623,0.009471
5624,0.009364
5625,0.009719
5626,0.009562
5627,0.009746
5628,0.009408
5629,0.009913
5630,0.009647
5631,0.009695
5632,0.009630
5633,0.009501
5634,0.009480
5635,0.009897
5636,0.009923
5637,0.009598
5638,0.009556
5639,0.009865
5640,0.009567
5641,0.009415
5642,0.009612
5643,0.009579
5644,0.009461
5645,0.009529
5646,0.009932
5647,0.009769
5648,0.009370
5649,0.009592
5650,0.009419
5651,0.009720
5652,0.009217
5653,0.009515
5654,0.009661
5655,0.009393
5656,0.009537
5657,0.009523
5658,0.010019
5659,0.009355
5660,0.009870
5661,0.009822
5662,0.009608
5663,0.009461
5664,0.009610
5665,0.009588
5666,0.009406
5667,0.009700
5668,0.009301
5669,0.009647
5670,0.009391
5671,0.009580
5672,0.009591
5673,0.009664
5674,0.009835
5675,0.009541
5676,0.009482
5677,0.009842
5678,0.009614
5679,0.009612
5680,0.009908
5681,0.009915
5682,0.009492
5683,0.009530
5684,0.009392
5685,0.009602
5686,0.010230
5687,0.009748
5688,0.009481
5689,0.009421
5690,0.009531
5691,0.009563
5692,0.009454
5693,0.009619
5694,0.009492
5695,0.009439
5696,0.009658
5697,0.009561
5698,0.010060
5699,0.009324
5700,0.009648
5701,0.009931
5702,0.009780
5703,0.009812
5704,0.009619
5705,0.009582
5706,0.009813
5707,0.009301
5708,0.009523
5709,0.009491
5710,0.009592
5711,0.009604
5712,0.009619
5713,0.009396
5714,0.009599
5715,0.009371
5716,0.009776
5717,0.009489
5718,0.009565
5719,0.010204
5720,0.009574
5721,0.009403
5722,0.009653
5723,0.009491
5724,0.009659
5725,0.009666
5726,0.009656
5727,0.009514
5728,0.009515
5729,0.009414
5730,0.009627
5731,0.009512
5732,0.009581
5733,0.009875
5734,0.010504
5735,0.010146
5736,0.010048
5737,0.010001
5738,0.009469
5739,0.009371
5740,0.009439
5741,0.009616
5742,0.009427
5743,0.009544
5744,0.009199
5745,0.009675
5746,0.009433
5747,0.009503
5748,0.009417
5749,0.009557
5750,0.009545
5751,0.009467
5752,0.009576
5753,0.009492
5754,0.009680
5755,0.010170
5756,0.009573
5757,0.009377
5758,0.009544
5759,0.009611
5760,0.009656
5761,0.009435
5762,0.009576
5763,0.009425
5764,0.009500
5765,0.009499
5766,0.009540
5767,0.009597
5768,0.009663
5769,0.009881
5770,0.009642
5771,0.009449
5772,0.009591
5773,0.009477
5774,0.009702
5775,0.009575
5776,0.009452
5777,0.009297
5778,0.009542
5779,0.009436
5780,0.009877
5781,0.009708
5782,0.009480
5783,0.009311
5784,0.009780
5785,0.010347
5786,0.026600
5787,0.021440
5788,0.010058
5789,0.010097
5790,0.010041
5791,0.009690
5792,0.009564
5793,0.009629
5794,0.009502
5795,0.009400
5796,0.009348
5797,0.009582
5798,0.009446
5799,0.009652
5800,0.009334
5801,0.009533
5802,0.009497
5803,0.009391
5804,0.009442
5805,0.009600
5806,0.009379
5807,0.009974
5808,0.009523
5809,0.009470
5810,0.009301
5811,0.009594
5812,0.009570
5813,0.009481
5814,0.009519
5815,0.009677
5816,0.009441
5817,0.009488
5818,0.009485
5819,0.009483
5820,0.009548
5821,0.009615
5822,0.010344
5823,0.010400
5824,0.010284
5825,0.010007
5826,0.009268
5827,0.009718
5828,0.009340
5829,0.009492
5830,0.009544
5831,0.009466
5832,0.009515
5833,0.009320
5834,0.009688
5835,0.009368
5836,0.009563
5837,0.009493
5838,0.009649
5839,0.009896
5840,0.009528
5841,0.009524
5842,0.009278
5843,0.010490
5844,0.010351
5845,0.009948
5846,0.009635
5847,0.009524
5848,0.009403
5849,0.009567
5850,0.009489
5851,0.009286
5852,0.009509
5853,0.009451
5854,0.009374
5855,0.009670
5856,0.009477
5857,0.009509
5858,0.009910
5859,0.009473
5860,0.009553
5861,0.009519
5862,0.009328
5863,0.009594
5864,0.009664
5865,0.009514
5866,0.009485
5867,0.009413
5868,0.009402
5869,0.009701
5870,0.009274
5871,0.009694
5872,0.009568
5873,0.009541
5874,0.009550
5875,0.009623
5876,0.009754
5877,0.009568
5878,0.009593
5879,0.009588
5880,0.009823
5881,0.010569
5882,0.010084
5883,0.010006
5884,0.009476
5885,0.009705
5886,0.009422
5887,0.009439
5888,0.009481
5889,0.009382
5890,0.009576
5891,0.010009
5892,0.009873
5893,0.010440
5894,0.010220
5895,0.009708
5896,0.009692
5897,0.009530
5898,0.009381
5899,0.009424
5900,0.009468
5901,0.009420
5902,0.009564
5903,0.009394
5904,0.010223
5905,0.010343
5906,0.010083
5907,0.009979
5908,0.009446
5909,0.010141
5910,0.009410
5911,0.009739
5912,0.009192
5913,0.009530
5914,0.009309
5915,0.009539
5916,0.009483
5917,0.009486
5918,0.009663
5919,0.009334
5920,0.009448
5921,0.009867
5922,0.009273
5923,0.009488
5924,0.009567
5925,0.009525
5926,0.009491
5927,0.009371
5928,0.009980
5929,0.009459
5930,0.009506
5931,0.009395
5932,0.009668
5933,0.009319
5934,0.009443
5935,0.009758
5936,0.009449
5937,0.009995
5938,0.010238
5939,0.010128
5940,0.009939
5941,0.009441
5942,0.009585
5943,0.009476
5944,0.009651
5945,0.009739
5946,0.009528
5947,0.009588
5948,0.009513
5949,0.009395
5950,0.009559
5951,0.009398
5952,0.009609
5953,0.009561
5954,0.009512
5955,0.009278
5956,0.009463
5957,0.009511
5958,0.009692
5959,0.009382
5960,0.009588
5961,0.009501
5962,0.009437
5963,0.009496
5964,0.010670
5965,0.010375
5966,0.010219
5967,0.009698
5968,0.009697
5969,0.009529
5970,0.009403
5971,0.009405
5972,0.009626
5973,0.009424
5974,0.009560
5975,0.009408
5976,0.009443
5977,0.009526
5978,0.009536
5979,0.009370
5980,0.010080
5981,0.009512
5982,0.009223
5983,0.009780
5984,0.009290
5985,0.009562
5986,0.009530
5987,0.009548
5988,0.009663
5989,0.009399
5990,0.009466
5991,0.009432
5992,0.009633
5993,0.009558
5994,0.009332
5995,0.009927
5996,0.010351
5997,0.010160
5998,0.009927
5999,0.010162
6000,0.009571
6001,0.009247
6002,0.009516
6003,0.009286
6004,0.009493
6005,0.009603
6006,0.009403
6007,0.009527
6008,0.009497
6009,0.009434
6010,0.009419
6011,0.009670
6012,0.021723
6013,0.033141
6014,0.011002
6015,0.010664
6016,0.010398
6017,0.009691
6018,0.009766
6019,0.009367
6020,0.009573
6021,0.009328
6022,0.009530
6023,0.009424
6024,0.009433
6025,0.009477
6026,0.009316
6027,0.009590
6028,0.009417
6029,0.009424
6030,0.009529
6031,0.009594
6032,0.009654
6033,0.009464
6034,0.009338
6035,0.009679
6036,0.009394
6037,0.009499
6038,0.009312
6039,0.009559
6040,0.009468
6041,0.009342
6042,0.009657
6043,0.009311
6044,0.009605
6045,0.009218
6046,0.009760
6047,0.009141
6048,0.009570
6049,0.009454
6050,0.009936
6051,0.009592
6052,0.009255
6053,0.009502
6054,0.009550
6055,0.009675
6056,0.009358
6057,0.009539
6058,0.009522
6059,0.009544
6060,0.009424
6061,0.009615
6062,0.009458
6063,0.009499
6064,0.009517
6065,0.009584
6066,0.009512
6067,0.009477
6068,0.009565
6069,0.009941
6070,0.009768
6071,0.009401
6072,0.009472
6073,0.009341
6074,0.009666
6075,0.009497
6076,0.009489
6077,0.009766
6078,0.009605
6079,0.009499
6080,0.009459
6081,0.009430
6082,0.009520
6083,0.009575
6084,0.009456
6085,0.009531
6086,0.009455
6087,0.009408
6088,0.010130
6089,0.009418
6090,0.009738
6091,0.009349
6092,0.009579
6093,0.009416
6094,0.009811
6095,0.010343
6096,0.010283
6097,0.010036
6098,0.009683
6099,0.009587
6100,0.009608
6101,0.009332
6102,0.009810
6103,0.009575
6104,0.009407
6105,0.009553
6106,0.009368
6107,0.009471
6108,0.009485
6109,0.009339
6110,0.009546
6111,0.009649
6112,0.009400
6113,0.009849
6114,0.010456
6115,0.010177
6116,0.010230
6117,0.009672
6118,0.009524
6119,0.009567
6120,0.009498
6121,0.009385
6122,0.010366
6123,0.009952
6124,0.010049
6125,0.009722
6126,0.009546
6127,0.009535
6128,0.009605
6129,0.009183
6130,0.009570
6131,0.009579
6132,0.009426
6133,0.009399
6134,0.009382
6135,0.010124
6136,0.009500
6137,0.009631
6138,0.009405
6139,0.009553
6140,0.009547
6141,0.009468
6142,0.009695
6143,0.009562
6144,0.009483
6145,0.009362
6146,0.009378
6147,0.010277
6148,0.010223
6149,0.010119
6150,0.009789
6151,0.009682
6152,0.009461
6153,0.009632
6154,0.009912
6155,0.009426
6156,0.009349
6157,0.009629
6158,0.009531
6159,0.009340
6160,0.009642
6161,0.009408
6162,0.009643
6163,0.009273
6164,0.009614
6165,0.009387
6166,0.009584
6167,0.009262
6168,0.009763
6169,0.009409
6170,0.009376
6171,0.010133
6172,0.009506
6173,0.009312
6174,0.009473
6175,0.009315
6176,0.009734
6177,0.009405
6178,0.009974
6179,0.010471
6180,0.010152
6181,0.010576
6182,0.009684
6183,0.009538
6184,0.009334
6185,0.009615
6186,0.009417
6187,0.009335
6188,0.009431
6189,0.009432
6190,0.009446
6191,0.009398
6192,0.009700
6193,0.009280
6194,0.009436
6195,0.009600
6196,0.009310
6197,0.009564
6198,0.009545
6199,0.015578
6200,0.003601
6201,0.009856
6202,0.009544
6203,0.009229
6204,0.010203
6205,0.010199
6206,0.010098
6207,0.009951
6208,0.009675
6209,0.009467
6210,0.009308
6211,0.009909
6212,0.009513
6213,0.009489
6214,0.009382
6215,0.009357
6216,0.009649
6217,0.009427
6218,0.009484
6219,0.009526
6220,0.009428
6221,0.009624
6222,0.009287
6223,0.009573
6224,0.009405
6225,0.009397
6226,0.009510
6227,0.009466
6228,0.009542
6229,0.009862
6230,0.009409
6231,0.010095
6232,0.010292
6233,0.010127
6234,0.009657
6235,0.009774
6236,0.009465
6237,0.009574
6238,0.030340
6239,0.024530
6240,0.004661
6241,0.011140
6242,0.010001
6243,0.009888
6244,0.009492
6245,0.009380
6246,0.009638
6247,0.009363
6248,0.009448
6249,0.009690
6250,0.009353
6251,0.009316
6252,0.009400
6253,0.009497
6254,0.009401
6255,0.009712
6256,0.009260
6257,0.009531
6258,0.009568
6259,0.010004
6260,0.009221
6261,0.009579
6262,0.009385
6263,0.009643
6264,0.009232
6265,0.009995
6266,0.009549
6267,0.009444
6268,0.009378
6269,0.009618
6270,0.009376
6271,0.009500
6272,0.009323
6273,0.009520
6274,0.009568
6275,0.009540
6276,0.009462
6277,0.009381
6278,0.009564
6279,0.009384
6280,0.009589
6281,0.009508
6282,0.009448
6283,0.009637
6284,0.009579
6285,0.009629
6286,0.009350
6287,0.009502
6288,0.009416
6289,0.009558
6290,0.009534
6291,0.009448
6292,0.009532
6293,0.009409
6294,0.009566
6295,0.009251
6296,0.010372
6297,0.010160
6298,0.009974
6299,0.009727
6300,0.009889
6301,0.009684
6302,0.009062
6303,0.009692
6304,0.009494
6305,0.009185
6306,0.009569
6307,0.009531
6308,0.009440
6309,0.009488
6310,0.009306
6311,0.009340
6312,0.010027
6313,0.010422
6314,0.010003
6315,0.009695
6316,0.009742
6317,0.009485
6318,0.009717
6319,0.009461
6320,0.009386
6321,0.009822
6322,0.009237
6323,0.009378
6324,0.009338
6325,0.009557
6326,0.009389
6327,0.009542
6328,0.009340
6329,0.009552
6330,0.009339
6331,0.009528
6332,0.009849
6333,0.010826
6334,0.010239
6335,0.009902
6336,0.009650
6337,0.009452
6338,0.009456
6339,0.009300
6340,0.009516
6341,0.009405
6342,0.009554
6343,0.009418
6344,0.009227
6345,0.009530
6346,0.009410
6347,0.009596
6348,0.009456
6349,0.009456
6350,0.009582
6351,0.009352
6352,0.009864
6353,0.009367
6354,0.009595
6355,0.009502
6356,0.009315
6357,0.009504
6358,0.009900
6359,0.010245
6360,0.010137
6361,0.009795
6362,0.009609
6363,0.009440
6364,0.009399
6365,0.009887
6366,0.009461
6367,0.009390
6368,0.009471
6369,0.009363
6370,0.009739
6371,0.009281
6372,0.009487
6373,0.009425
6374,0.009489
6375,0.009606
6376,0.009193
6377,0.009519
6378,0.009512
6379,0.009370
6380,0.009526
6381,0.010590
6382,0.010470
6383,0.009912
6384,0.009777
6385,0.009556
6386,0.009683
6387,0.009360
6388,0.009464
6389,0.009737
6390,0.009801
6391,0.009239
6392,0.009602
6393,0.009311
6394,0.009572
6395,0.009404
6396,0.009507
6397,0.009424
6398,0.009571
6399,0.009287
6400,0.009595
6401,0.009325
6402,0.009628
6403,0.009248
6404,0.009457
6405,0.009478
6406,0.009467
6407,0.009262
6408,0.009937
6409,0.010123
6410,0.010135
6411,0.010021
6412,0.009448
6413,0.009799
6414,0.009252
6415,0.009393
6416,0.009486
6417,0.009482
6418,0.009457
6419,0.009530
6420,0.009558
6421,0.009286
6422,0.009697
6423,0.009243
6424,0.009531
6425,0.009231
6426,0.009575
6427,0.009820
6428,0.009432
6429,0.009487
6430,0.009478
6431,0.009500
6432,0.009216
6433,0.009912
6434,0.010299
6435,0.010696
6436,0.009504
6437,0.009660
6438,0.009364
6439,0.009358
6440,0.009404
6441,0.009496
6442,0.009484
6443,0.009443
6444,0.009313
6445,0.009308
6446,0.009658
6447,0.009387
6448,0.009330
6449,0.009577
6450,0.009474
6451,0.009219
6452,0.009574
6453,0.009848
6454,0.009274
6455,0.010146
6456,0.010274
6457,0.009977
6458,0.009560
6459,0.009559
6460,0.009310
6461,0.009622
6462,0.009434
6463,0.009587
6464,0.009599
6465,0.009555
6466,0.041048
6467,0.004179
6468,0.011069
6469,0.011501
6470,0.010333
6471,0.010321
6472,0.009827
6473,0.009508
6474,0.009729
6475,0.009366
6476,0.009442
6477,0.009400
6478,0.009549
6479,0.009288
6480,0.009347
6481,0.009460
6482,0.009539
6483,0.009355
6484,0.009359
6485,0.009438
6486,0.009431
6487,0.009900
6488,0.009620
6489,0.009303
6490,0.009410
6491,0.009387
6492,0.009533
6493,0.009353
6494,0.009597
6495,0.009275
6496,0.009509
6497,0.009335
6498,0.009533
6499,0.009284
6500,0.009475
6501,0.009436
6502,0.009472
6503,0.009474
6504,0.009309
6505,0.009787
6506,0.009514
6507,0.009491
6508,0.009390
6509,0.009492
6510,0.009268
6511,0.009403
6512,0.009427
6513,0.009439
6514,0.009562
6515,0.009351
6516,0.009538
6517,0.009198
6518,0.009475
6519,0.009494
6520,0.009457
6521,0.009751
6522,0.009641
6523,0.009267
6524,0.009416
6525,0.009513
6526,0.009400
6527,0.009349
6528,0.009585
6529,0.009294
6530,0.009304
6531,0.009579
6532,0.009518
6533,0.009710
6534,0.010514
6535,0.010184
6536,0.009639
6537,0.009553
6538,0.009660
6539,0.009796
6540,0.009414
6541,0.009424
6542,0.009577
6543,0.009451
6544,0.009174
6545,0.009526
6546,0.009520
6547,0.009297
6548,0.009375
6549,0.009559
6550,0.009493
6551,0.009395
6552,0.009955
6553,0.010333
6554,0.010280
6555,0.010284
6556,0.009662
6557,0.009453
6558,0.009514
6559,0.009307
6560,0.009508
6561,0.009319
6562,0.009510
6563,0.009438
6564,0.009559
6565,0.009303
6566,0.009326
6567,0.009418
6568,0.009640
6569,0.009207
6570,0.009546
6571,0.009367
6572,0.009429
6573,0.009944
6574,0.009334
6575,0.009533
6576,0.009270
6577,0.009512
6578,0.009316
6579,0.009382
6580,0.009464
6581,0.009400
6582,0.009300
6583,0.009490
6584,0.009556
6585,0.009377
6586,0.009383
6587,0.009649
6588,0.010237
6589,0.010103
6590,0.010116
6591,0.009975
6592,0.009424
6593,0.009563
6594,0.009208
6595,0.009601
6596,0.009421
6597,0.009456
6598,0.009494
6599,0.009437
6600,0.009290
6601,0.009466
6602,0.009536
6603,0.009947
6604,0.009379
6605,0.009453
6606,0.009337
6607,0.009514
6608,0.009439
6609,0.009435
6610,0.009261
6611,0.009559
6612,0.009487
6613,0.009416
6614,0.009312
6615,0.009583
6616,0.009257
6617,0.009999
6618,0.009431
6619,0.009369
6620,0.009545
6621,0.009345
6622,0.009382
6623,0.009478
6624,0.009401
6625,0.009368
6626,0.009521
6627,0.009264
6628,0.009598
6629,0.009265
6630,0.009567
6631,0.009556
6632,0.009773
6633,0.009848
6634,0.009113
6635,0.009441
6636,0.009319
6637,0.009423
6638,0.009493
6639,0.009487
6640,0.009420
6641,0.009463
6642,0.009416
6643,0.009260
6644,0.010102
6645,0.009985
6646,0.010152
6647,0.009812
6648,0.009816
6649,0.009458
6650,0.009813
6651,0.009256
6652,0.009536
6653,0.009315
6654,0.009511
6655,0.009420
6656,0.009365
6657,0.009577
6658,0.009499
6659,0.009336
6660,0.009439
6661,0.009689
6662,0.009185
6663,0.009379
6664,0.009835
6665,0.010404
6666,0.010235
6667,0.010474
6668,0.009690
6669,0.009468
6670,0.009457
6671,0.009289
6672,0.009465
6673,0.009621
6674,0.009294
6675,0.009475
6676,0.009374
6677,0.009399
6678,0.009497
6679,0.009280
6680,0.009446
6681,0.009552
6682,0.009561
6683,0.009173
6684,0.009935
6685,0.009361
6686,0.010227
6687,0.010317
6688,0.010066
6689,0.009849
6690,0.009942
6691,0.009524
6692,0.009608
6693,0.009563
6694,0.042696
6695,0.010149
6696,0.010120
6697,0.009609
6698,0.010720
6699,0.009192
6700,0.009501
6701,0.009753
6702,0.009545
6703,0.009327
6704,0.009436
6705,0.010053
6706,0.009566
6707,0.009310
6708,0.009513
6709,0.009738
6710,0.009388
6711,0.009358
6712,0.009371
6713,0.009944
6714,0.009537
6715,0.009379
6716,0.009511
6717,0.009308
6718,0.009408
6719,0.010057
6720,0.009401
6721,0.009644
6722,0.009371
6723,0.009488
6724,0.009601
6725,0.009897
6726,0.009442
6727,0.009334
6728,0.009417
6729,0.009455
6730,0.009543
6731,0.009206
6732,0.009717
6733,0.009397
6734,0.009349
6735,0.009328
6736,0.009628
6737,0.009327
6738,0.009510
6739,0.009348
6740,0.009366
6741,0.010203
6742,0.009301
6743,0.009218
6744,0.010182
6745,0.010202
6746,0.009958
6747,0.009759
6748,0.009697
6749,0.009456
6750,0.009367
6751,0.009345
6752,0.009569
6753,0.009545
6754,0.009387
6755,0.009313
6756,0.009690
6757,0.009396
6758,0.009397
6759,0.009475
6760,0.009932
6761,0.009358
6762,0.009322
6763,0.009554
6764,0.009382
6765,0.009491
6766,0.009420
6767,0.009623
6768,0.009344
6769,0.009416
6770,0.009403
6771,0.009450
6772,0.009431
6773,0.009772
6774,0.009366
6775,0.009610
6776,0.009329
6777,0.009309
6778,0.009369
6779,0.009438
6780,0.009596
6781,0.009366
6782,0.009516
6783,0.009639
6784,0.009285
6785,0.009353
6786,0.009468
6787,0.009407
6788,0.009565
6789,0.009250
6790,0.009502
6791,0.009915
6792,0.009434
6793,0.009375
6794,0.009517
6795,0.009285
6796,0.009519
6797,0.009515
6798,0.009425
6799,0.009250
6800,0.010257
6801,0.008971
6802,0.009558
6803,0.009430
6804,0.009454
6805,0.009443
6806,0.009479
6807,0.009768
6808,0.009558
6809,0.009389
6810,0.009215
6811,0.010628
6812,0.010288
6813,0.010348
6814,0.009620
6815,0.010612
6816,0.008490
6817,0.009758
6818,0.009579
6819,0.010301
6820,0.008605
6821,0.010053
6822,0.010357
6823,0.010032
6824,0.009928
6825,0.009608
6826,0.009630
6827,0.009369
6828,0.009480
6829,0.009291
6830,0.009432
6831,0.009994
6832,0.009469
6833,0.009372
6834,0.009466
6835,0.009486
6836,0.009305
6837,0.010120
6838,0.009133
6839,0.009556
6840,0.009265
6841,0.009491
6842,0.009455
6843,0.009513
6844,0.009614
6845,0.010313
6846,0.010325
6847,0.009816
6848,0.009612
6849,0.009485
6850,0.009303
6851,0.009576
6852,0.009304
6853,0.009475
6854,0.009499
6855,0.009963
6856,0.009328
6857,0.009277
6858,0.009554
6859,0.009381
6860,0.009547
6861,0.009355
6862,0.009456
6863,0.009549
6864,0.009481
6865,0.009253
6866,0.009732
6867,0.009381
6868,0.009333
6869,0.009596
6870,0.009219
6871,0.009502
6872,0.009528
6873,0.009852
6874,0.009441
6875,0.009567
6876,0.010262
6877,0.010157
6878,0.010053
6879,0.009662
6880,0.009667
6881,0.009290
6882,0.009414
6883,0.009481
6884,0.009386
6885,0.009545
6886,0.009505
6887,0.009394
6888,0.009366
6889,0.009642
6890,0.009413
6891,0.009494
6892,0.009786
6893,0.009977
6894,0.010301
6895,0.010102
6896,0.009603
6897,0.009797
6898,0.009279
6899,0.009360
6900,0.009498
6901,0.009349
6902,0.009540
6903,0.009541
6904,0.009427
6905,0.009397
6906,0.009312
6907,0.009877
6908,0.009475
6909,0.009487
6910,0.009383
6911,0.009199
6912,0.010050
6913,0.010385
6914,0.010113
6915,0.009712
6916,0.009884
6917,0.009296
6918,0.009576
6919,0.009533
6920,0.030880
6921,0.019901
6922,0.008506
6923,0.010541
6924,0.010426
6925,0.010183
6926,0.009889
6927,0.009748
6928,0.009552
6929,0.009490
6930,0.009395
6931,0.009448
6932,0.009393
6933,0.009399
6934,0.009393
6935,0.009384
6936,0.009557
6937,0.009421
6938,0.009439
6939,0.009915
6940,0.009476
6941,0.009311
6942,0.009611
6943,0.009472
6944,0.009342
6945,0.009657
6946,0.009355
6947,0.009572
6948,0.009494
6949,0.009438
6950,0.009425
6951,0.009919
6952,0.009479
6953,0.009389
6954,0.009434
6955,0.009346
6956,0.009541
6957,0.009362
6958,0.009785
6959,0.009166
6960,0.009483
6961,0.009478
6962,0.009522
6963,0.009527
6964,0.009451
6965,0.009407
6966,0.009667
6967,0.009379
6968,0.009692
6969,0.009886
6970,0.009427
6971,0.009497
6972,0.009397
6973,0.009278
6974,0.009614
6975,0.009431
6976,0.009361
6977,0.009366
6978,0.009567
6979,0.009409
6980,0.009433
6981,0.009423
6982,0.009374
6983,0.009554
6984,0.009456
6985,0.009285
6986,0.009584
6987,0.009400
6988,0.009959
6989,0.009319
6990,0.010038
6991,0.010393
6992,0.010186
6993,0.009663
6994,0.009739
6995,0.009321
6996,0.009758
6997,0.009647
6998,0.009419
6999,0.009445
7000,0.009286
7001,0.009600
7002,0.009275
7003,0.009486
7004,0.009462
7005,0.009797
7006,0.009102
7007,0.009493
7008,0.009339
7009,0.009448
7010,0.009343
7011,0.009301
7012,0.009684
7013,0.009358
7014,0.009465
7015,0.009747
7016,0.009990
7017,0.010065
7018,0.010164
7019,0.009851
7020,0.009604
7021,0.009406
7022,0.009634
7023,0.009356
7024,0.009547
7025,0.009467
7026,0.009391
7027,0.009537
7028,0.009534
7029,0.009183
7030,0.009590
7031,0.009490
7032,0.009413
7033,0.009453
7034,0.009890
7035,0.009419
7036,0.009245
7037,0.009461
7038,0.009447
7039,0.009430
7040,0.009438
7041,0.009414
7042,0.009329
7043,0.009581
7044,0.009516
7045,0.009477
7046,0.009253
7047,0.009411
7048,0.009354
7049,0.009722
7050,0.010323
7051,0.010243
7052,0.010114
7053,0.009765
7054,0.009837
7055,0.009372
7056,0.009521
7057,0.009278
7058,0.009611
7059,0.009358
7060,0.009463
7061,0.009518
7062,0.009292
7063,0.009503
7064,0.009559
7065,0.009510
7066,0.009475
7067,0.009360
7068,0.009347
7069,0.009946
7070,0.009403
7071,0.009440
7072,0.009330
7073,0.009871
7074,0.009476
7075,0.009433
7076,0.009470
7077,0.009751
7078,0.010171
7079,0.010050
7080,0.009899
7081,0.009637
7082,0.009423
7083,0.009387
7084,0.009329
7085,0.009532
7086,0.009394
7087,0.009376
7088,0.009536
7089,0.009757
7090,0.009534
7091,0.009285
7092,0.009399
7093,0.009501
7094,0.009637
7095,0.009232
7096,0.009376
7097,0.009376
7098,0.009414
7099,0.009455
7100,0.009434
7101,0.009391
7102,0.009948
7103,0.009493
7104,0.009458
7105,0.009265
7106,0.009474
7107,0.009211
7108,0.009474
7109,0.010368
7110,0.010474
7111,0.009641
