frame,delta_seconds
1868,0.009384
1869,0.009356
1870,0.009581
1871,0.009467
1872,0.009421
1873,0.009417
1874,0.009336
1875,0.009640
1876,0.009282
1877,0.009494
1878,0.009361
1879,0.009282
1880,0.009410
1881,0.009468
1882,0.009398
1883,0.010004
1884,0.009478
1885,0.009333
1886,0.009541
1887,0.009807
1888,0.009417
1889,0.009650
1890,0.009409
1891,0.009157
1892,0.009641
1893,0.009333
1894,0.009394
1895,0.009418
1896,0.009526
1897,0.009395
1898,0.009394
1899,0.009471
1900,0.009398
1901,0.009388
1902,0.009404
1903,0.009279
1904,0.009472
1905,0.009885
1906,0.009472
1907,0.009206
1908,0.009560
1909,0.009373
1910,0.009442
1911,0.009459
1912,0.009475
1913,0.009307
1914,0.009562
1915,0.009475
1916,0.009217
1917,0.009626
1918,0.009255
1919,0.009549
1920,0.009352
1921,0.009487
1922,0.009356
1923,0.009291
1924,0.010113
1925,0.009213
1926,0.009429
1927,0.009349
1928,0.009453
1929,0.009308
1930,0.009662
1931,0.009276
1932,0.009399
1933,0.009620
1934,0.009153
1935,0.009516
1936,0.009332
1937,0.009387
1938,0.009575
1939,0.009414
1940,0.009370
1941,0.009905
1942,0.009384
1943,0.009583
1944,0.009340
1945,0.009454
1946,0.009462
1947,0.009386
1948,0.009476
1949,0.009356
1950,0.009564
1951,0.009436
1952,0.009427
1953,0.009499
1954,0.009517
1955,0.009246
1956,0.009422
1957,0.019980
1958,0.028640
1959,0.009532
1960,0.009561
1961,0.009293
1962,0.009806
1963,0.009028
1964,0.009431
1965,0.009428
1966,0.009455
1967,0.009351
1968,0.009601
1969,0.009320
1970,0.009433
1971,0.009394
1972,0.009738
1973,0.009478
1974,0.009510
1975,0.009507
1976,0.009254
1977,0.009388
1978,0.009329
1979,0.009518
1980,0.009494
1981,0.009382
1982,0.009532
1983,0.009506
1984,0.009273
1985,0.009480
1986,0.009401
1987,0.009526
1988,0.009734
1989,0.009694
1990,0.009456
1991,0.009370
1992,0.009731
1993,0.009275
1994,0.009426
1995,0.009662
1996,0.009369
1997,0.009634
1998,0.009487
1999,0.009531
2000,0.009111
2001,0.009700
2002,0.009283
2003,0.009573
2004,0.009390
2005,0.009568
2006,0.009377
2007,0.009883
2008,0.009518
2009,0.009428
2010,0.009535
2011,0.009479
2012,0.009599
2013,0.009171
2014,0.009499
2015,0.009488
2016,0.009494
2017,0.009489
2018,0.009360
2019,0.009592
2020,0.009213
2021,0.009654
2022,0.009458
2023,0.009416
2024,0.009642
2025,0.009202
2026,0.010126
2027,0.009399
2028,0.009517
2029,0.009438
2030,0.009580
2031,0.009476
2032,0.009466
2033,0.009594
2034,0.009394
2035,0.009578
2036,0.009287
2037,0.009596
2038,0.009497
2039,0.009321
2040,0.009506
2041,0.009487
2042,0.009604
2043,0.009286
2044,0.009803
2045,0.009633
2046,0.009552
2047,0.009324
2048,0.009528
2049,0.009473
2050,0.009518
2051,0.009291
2052,0.009611
2053,0.009350
2054,0.009714
2055,0.009655
2056,0.009586
2057,0.009216
2058,0.009307
2059,0.009688
2060,0.009369
2061,0.009976
2062,0.009608
2063,0.009443
2064,0.009534
2065,0.009462
2066,0.009509
2067,0.009303
2068,0.009744
2069,0.009595
2070,0.009477
2071,0.009444
2072,0.009436
2073,0.009643
2074,0.009644
2075,0.009781
2076,0.009302
2077,0.009726
2078,0.009580
2079,0.009541
2080,0.009396
2081,0.009516
2082,0.009590
2083,0.009482
2084,0.009464
2085,0.009382
2086,0.010023
2087,0.009507
2088,0.009365
2089,0.009543
2090,0.009634
2091,0.009698
2092,0.009224
2093,0.009560
2094,0.009404
2095,0.009554
2096,0.009581
2097,0.009432
2098,0.009707
2099,0.009225
2100,0.009792
2101,0.009334
2102,0.009962
2103,0.009606
2104,0.009289
2105,0.009651
2106,0.009390
2107,0.009942
2108,0.009719
2109,0.009286
2110,0.009673
2111,0.009587
2112,0.009441
2113,0.009589
2114,0.009626
2115,0.009722
2116,0.009414
2117,0.009561
2118,0.009598
2119,0.009288
2120,0.009572
2121,0.009628
2122,0.009611
2123,0.009503
2124,0.009591
2125,0.009486
2126,0.010078
2127,0.009352
2128,0.009757
2129,0.009417
2130,0.009732
2131,0.009387
2132,0.009394
2133,0.009547
2134,0.009509
2135,0.009461
2136,0.009613
2137,0.009709
2138,0.009301
2139,0.009891
2140,0.009419
2141,0.009508
2142,0.009786
2143,0.010268
2144,0.009230
2145,0.009666
2146,0.009492
2147,0.009586
2148,0.009581
2149,0.009445
2150,0.009506
2151,0.009478
2152,0.009726
2153,0.009215
2154,0.009617
2155,0.009550
2156,0.009578
2157,0.009528
2158,0.009922
2159,0.009640
2160,0.009455
2161,0.009555
2162,0.009597
2163,0.009493
2164,0.009484
2165,0.009625
2166,0.009348
2167,0.009530
2168,0.009508
2169,0.009713
2170,0.009492
2171,0.009497
2172,0.009589
2173,0.009539
2174,0.009391
2175,0.010155
2176,0.009556
2177,0.009565
2178,0.009480
2179,0.009576
2180,0.009520
2181,0.009317
2182,0.009516
2183,0.009745
2184,0.009415
2185,0.009767
2186,0.022860
2187,0.026346
2188,0.010851
2189,0.009363
2190,0.009465
2191,0.009498
2192,0.009236
2193,0.009531
2194,0.009375
2195,0.009332
2196,0.009418
2197,0.009434
2198,0.009592
2199,0.009260
2200,0.009501
2201,0.009642
2202,0.009692
2203,0.009344
2204,0.009361
2205,0.009566
2206,0.009490
2207,0.009991
2208,0.009523
2209,0.009587
2210,0.009348
2211,0.009536
2212,0.009647
2213,0.009539
2214,0.009509
2215,0.009440
2216,0.009550
2217,0.009560
2218,0.009390
2219,0.009590
2220,0.009665
2221,0.009518
2222,0.009522
2223,0.009465
2224,0.009450
2225,0.010003
2226,0.009591
2227,0.009541
2228,0.009397
2229,0.009521
2230,0.009573
2231,0.009343
2232,0.009788
2233,0.009417
2234,0.009474
2235,0.009586
2236,0.009505
2237,0.009323
2238,0.009671
2239,0.009591
2240,0.009560
2241,0.009499
2242,0.009802
2243,0.009763
2244,0.009425
2245,0.009720
2246,0.009491
2247,0.009372
2248,0.009753
2249,0.009525
2250,0.009468
2251,0.009693
2252,0.009798
2253,0.009754
2254,0.009478
2255,0.009482
2256,0.009752
2257,0.009658
2258,0.009569
2259,0.009402
2260,0.009594
2261,0.009703
2262,0.009643
2263,0.009514
2264,0.009450
2265,0.009589
2266,0.009852
2267,0.009620
2268,0.009585
2269,0.009503
2270,0.009585
2271,0.009573
2272,0.009481
2273,0.009618
2274,0.009606
2275,0.009544
2276,0.009516
2277,0.009377
2278,0.009671
2279,0.009450
2280,0.009821
2281,0.009366
2282,0.009723
2283,0.009411
2284,0.009940
2285,0.009590
2286,0.009486
2287,0.009386
2288,0.009613
2289,0.009523
2290,0.009695
2291,0.009453
2292,0.009466
2293,0.009542
2294,0.009614
2295,0.009409
2296,0.009661
2297,0.009495
2298,0.009668
2299,0.009582
2300,0.009491
2301,0.010091
2302,0.009671
2303,0.009491
2304,0.009712
2305,0.009452
2306,0.009589
2307,0.009541
2308,0.009561
2309,0.009568
2310,0.009676
2311,0.009521
2312,0.009602
2313,0.009577
2314,0.010141
2315,0.009443
2316,0.009608
2317,0.009674
2318,0.009494
2319,0.009684
2320,0.009602
2321,0.009608
2322,0.009659
2323,0.009521
2324,0.009430
2325,0.010086
2326,0.009426
2327,0.009797
2328,0.009557
2329,0.009542
2330,0.009431
2331,0.010037
2332,0.009437
2333,0.009656
2334,0.009738
2335,0.009500
2336,0.009444
2337,0.009857
2338,0.009398
2339,0.009466
2340,0.009776
2341,0.009513
2342,0.009711
2343,0.009717
2344,0.009484
2345,0.009403
2346,0.010155
2347,0.009478
2348,0.009606
2349,0.009508
2350,0.009565
2351,0.009650
2352,0.009616
2353,0.009537
2354,0.009690
2355,0.009434
2356,0.009632
2357,0.009594
2358,0.009481
2359,0.009589
2360,0.009694
2361,0.009546
2362,0.009639
2363,0.009622
2364,0.009413
2365,0.009919
2366,0.009784
2367,0.009720
2368,0.009488
2369,0.009518
2370,0.009619
2371,0.009483
2372,0.009568
2373,0.009600
2374,0.009736
2375,0.009631
2376,0.009520
2377,0.009492
2378,0.009722
2379,0.009417
2380,0.009722
2381,0.009535
2382,0.009585
2383,0.010073
2384,0.009533
2385,0.009560
2386,0.009687
2387,0.009545
2388,0.009703
2389,0.009462
2390,0.009460
2391,0.009707
2392,0.009417
2393,0.009699
2394,0.009537
2395,0.009595
2396,0.009657
2397,0.009670
2398,0.009421
2399,0.010148
2400,0.009606
2401,0.009477
2402,0.009832
2403,0.009473
2404,0.009558
2405,0.009649
2406,0.009746
2407,0.009665
2408,0.009403
2409,0.009712
2410,0.009741
2411,0.010222
2412,0.009689
2413,0.019555
2414,0.026685
2415,0.011130
2416,0.009076
2417,0.009646
2418,0.009235
2419,0.009277
2420,0.009492
2421,0.009502
2422,0.009526
2423,0.009658
2424,0.009273
2425,0.009582
2426,0.009716
2427,0.009930
2428,0.009444
2429,0.009668
2430,0.009640
2431,0.009693
2432,0.009459
2433,0.009713
2434,0.009560
2435,0.009477
2436,0.009706
2437,0.009623
2438,0.009778
2439,0.009380
2440,0.009662
2441,0.009499
2442,0.009652
2443,0.009585
2444,0.009540
2445,0.009443
2446,0.010231
2447,0.009627
2448,0.009568
2449,0.009716
2450,0.009427
2451,0.009596
2452,0.009590
2453,0.009666
2454,0.009592
2455,0.009814
2456,0.009430
2457,0.009680
2458,0.009584
2459,0.009412
2460,0.009653
2461,0.009737
2462,0.010181
2463,0.009476
2464,0.009628
2465,0.009584
2466,0.010031
2467,0.009698
2468,0.009671
2469,0.009578
2470,0.010039
2471,0.009711
2472,0.009550
2473,0.009849
2474,0.009937
2475,0.009704
2476,0.009557
2477,0.009627
2478,0.009861
2479,0.009466
2480,0.009786
2481,0.009686
2482,0.009896
2483,0.009850
2484,0.009573
2485,0.009753
2486,0.009549
2487,0.009543
2488,0.009537
2489,0.009685
2490,0.009616
2491,0.009537
2492,0.009722
2493,0.009545
2494,0.009667
2495,0.009532
2496,0.009664
2497,0.009663
2498,0.009621
2499,0.010279
2500,0.009577
2501,0.009519
2502,0.009790
2503,0.009459
2504,0.009559
2505,0.009732
2506,0.009593
2507,0.009583
2508,0.009700
2509,0.009446
2510,0.009600
2511,0.009589
2512,0.009823
2513,0.009365
2514,0.010034
2515,0.009591
2516,0.009766
2517,0.009656
2518,0.009418
2519,0.009824
2520,0.009423
2521,0.009549
2522,0.009691
2523,0.009515
2524,0.009584
2525,0.009502
2526,0.009683
2527,0.009737
2528,0.009599
2529,0.009471
2530,0.009801
2531,0.009397
2532,0.009767
2533,0.010192
2534,0.009577
2535,0.009615
2536,0.009586
2537,0.009676
2538,0.009560
2539,0.009627
2540,0.009596
2541,0.009577
2542,0.009880
2543,0.009550
2544,0.009680
2545,0.009501
2546,0.009737
2547,0.009624
2548,0.009474
2549,0.009860
2550,0.009366
2551,0.010145
2552,0.009659
2553,0.009477
2554,0.009654
2555,0.009735
2556,0.009626
2557,0.009642
2558,0.009531
2559,0.009456
2560,0.009590
2561,0.010058
2562,0.009689
2563,0.009482
2564,0.009790
2565,0.009558
2566,0.009598
2567,0.009580
2568,0.009608
2569,0.009632
2570,0.009555
2571,0.009734
2572,0.009473
2573,0.009736
2574,0.009463
2575,0.009822
2576,0.009552
2577,0.009594
2578,0.009697
2579,0.010183
2580,0.009781
2581,0.009587
2582,0.009668
2583,0.009680
2584,0.009517
2585,0.009800
2586,0.009674
2587,0.009570
2588,0.009761
2589,0.009559
2590,0.009564
2591,0.009696
2592,0.009514
2593,0.009751
2594,0.009743
2595,0.009540
2596,0.009616
2597,0.009633
2598,0.010154
2599,0.009774
2600,0.009657
2601,0.009696
2602,0.009709
2603,0.009498
2604,0.009739
2605,0.009524
2606,0.009896
2607,0.009380
2608,0.009650
2609,0.009667
2610,0.009690
2611,0.009654
2612,0.009786
2613,0.009647
2614,0.009553
2615,0.009732
2616,0.010136
2617,0.009820
2618,0.009597
2619,0.009695
2620,0.009582
2621,0.009559
2622,0.009590
2623,0.009757
2624,0.010063
2625,0.009646
2626,0.009543
2627,0.009767
2628,0.009709
2629,0.009666
2630,0.009638
2631,0.009522
2632,0.009797
2633,0.009472
2634,0.009846
2635,0.009626
2636,0.009783
2637,0.009963
2638,0.023872
2639,0.025358
2640,0.010203
2641,0.008075
2642,0.009516
2643,0.009475
2644,0.009272
2645,0.009464
2646,0.009444
2647,0.009763
2648,0.009503
2649,0.009368
2650,0.009674
2651,0.009547
2652,0.009657
2653,0.009713
2654,0.009703
2655,0.010021
2656,0.009774
2657,0.009722
2658,0.009445
2659,0.009687
2660,0.009600
2661,0.009751
2662,0.009580
2663,0.009709
2664,0.009524
2665,0.009718
2666,0.009715
2667,0.009753
2668,0.009547
2669,0.009645
2670,0.009590
2671,0.009676
2672,0.010310
2673,0.009517
2674,0.009555
2675,0.009579
2676,0.010045
2677,0.009649
2678,0.009600
2679,0.009574
2680,0.009741
2681,0.009975
2682,0.009735
2683,0.009589
2684,0.009753
2685,0.009520
2686,0.009820
2687,0.009504
2688,0.009519
2689,0.009612
2690,0.009841
2691,0.009666
2692,0.009613
2693,0.009576
2694,0.009788
2695,0.010053
2696,0.009823
2697,0.009665
2698,0.009646
2699,0.009711
2700,0.009625
2701,0.009693
2702,0.009825
2703,0.009699
2704,0.009736
2705,0.009423
2706,0.009643
2707,0.009875
2708,0.010082
2709,0.009665
2710,0.009523
2711,0.009883
2712,0.009610
2713,0.009716
2714,0.009547
2715,0.009654
2716,0.009796
2717,0.009816
2718,0.009349
2719,0.010305
2720,0.009755
2721,0.009631
2722,0.009774
2723,0.009583
2724,0.009643
2725,0.009631
2726,0.009765
2727,0.009680
2728,0.009640
2729,0.009657
2730,0.009657
2731,0.009698
2732,0.009739
2733,0.009796
2734,0.010411
2735,0.009735
2736,0.009659
2737,0.009789
2738,0.009612
2739,0.009661
2740,0.009695
2741,0.009740
2742,0.009771
2743,0.009539
2744,0.009765
2745,0.010208
2746,0.009761
2747,0.009605
2748,0.009755
2749,0.009518
2750,0.009752
2751,0.009666
2752,0.009691
2753,0.009933
2754,0.009503
2755,0.009716
2756,0.009685
2757,0.009728
2758,0.009779
2759,0.009676
2760,0.009589
2761,0.009620
2762,0.009827
2763,0.010206
2764,0.009477
2765,0.009707
2766,0.009624
2767,0.009691
2768,0.009860
2769,0.009592
2770,0.009496
2771,0.009955
2772,0.009623
2773,0.009620
2774,0.009819
2775,0.009550
2776,0.009786
2777,0.009514
2778,0.009860
2779,0.009651
2780,0.009708
2781,0.009712
2782,0.010064
2783,0.009715
2784,0.009688
2785,0.009768
2786,0.009724
2787,0.009500
2788,0.009638
2789,0.009623
2790,0.009899
2791,0.009683
2792,0.009807
2793,0.009534
2794,0.009842
2795,0.009518
2796,0.009703
2797,0.009743
2798,0.009641
2799,0.009622
2800,0.009985
2801,0.009958
2802,0.009619
2803,0.009622
2804,0.009841
2805,0.010028
2806,0.009648
2807,0.009612
2808,0.009596
2809,0.010135
2810,0.009862
2811,0.009611
2812,0.009551
2813,0.010074
2814,0.009800
2815,0.009635
2816,0.009647
2817,0.009756
2818,0.009633
2819,0.009859
2820,0.009571
2821,0.009649
2822,0.009778
2823,0.009670
2824,0.009659
2825,0.009624
2826,0.009762
2827,0.009686
2828,0.009732
2829,0.010229
2830,0.009559
2831,0.009576
2832,0.009741
2833,0.009576
2834,0.009666
2835,0.009656
2836,0.009585
2837,0.009752
2838,0.009734
2839,0.009609
2840,0.009712
2841,0.009627
2842,0.009635
2843,0.009595
2844,0.009821
2845,0.009593
2846,0.009706
2847,0.009648
2848,0.010013
2849,0.009696
2850,0.009589
2851,0.009727
2852,0.009869
2853,0.009404
2854,0.009868
2855,0.009471
2856,0.009737
2857,0.009586
2858,0.009601
2859,0.009719
2860,0.009763
2861,0.009700
2862,0.029642
2863,0.018993
2864,0.007313
2865,0.008771
2866,0.009471
2867,0.009540
2868,0.010332
2869,0.008611
2870,0.009560
2871,0.009778
2872,0.009517
2873,0.009776
2874,0.009466
2875,0.009678
2876,0.009785
2877,0.009509
2878,0.009869
2879,0.010230
2880,0.009623
2881,0.009674
2882,0.009688
2883,0.009469
2884,0.009636
2885,0.010314
2886,0.009856
2887,0.009802
2888,0.009581
2889,0.009565
2890,0.010038
2891,0.009385
2892,0.009738
2893,0.009609
2894,0.009822
2895,0.009640
2896,0.009648
2897,0.009675
2898,0.009601
2899,0.009521
2900,0.009796
2901,0.009662
2902,0.009769
2903,0.010011
2904,0.009674
2905,0.009563
2906,0.009789
2907,0.009718
2908,0.009592
2909,0.009882
2910,0.009708
2911,0.009641
2912,0.009660
2913,0.009688
2914,0.009812
2915,0.009470
2916,0.009607
2917,0.009748
2918,0.009705
2919,0.009796
2920,0.010153
2921,0.009522
2922,0.009704
2923,0.009553
2924,0.009795
2925,0.009718
2926,0.009483
2927,0.009785
2928,0.009652
2929,0.009657
2930,0.010151
2931,0.009860
2932,0.009689
2933,0.009764
2934,0.009508
2935,0.009743
2936,0.009611
2937,0.009698
2938,0.009823
2939,0.009521
2940,0.009636
2941,0.009859
2942,0.009758
2943,0.009538
2944,0.009742
2945,0.009729
2946,0.009645
2947,0.009686
2948,0.010063
2949,0.009996
2950,0.009597
2951,0.009447
2952,0.009641
2953,0.009859
2954,0.009415
2955,0.009703
2956,0.009662
2957,0.009777
2958,0.009531
2959,0.009551
2960,0.009902
2961,0.009551
2962,0.009831
2963,0.009457
2964,0.009864
2965,0.009655
2966,0.009634
2967,0.010187
2968,0.009884
2969,0.009599
2970,0.009578
2971,0.009757
2972,0.009716
2973,0.009662
2974,0.010093
2975,0.009306
2976,0.009731
2977,0.009534
2978,0.009510
2979,0.009643
2980,0.009725
2981,0.010138
2982,0.009622
2983,0.009797
2984,0.009587
2985,0.009709
2986,0.009713
2987,0.009743
2988,0.009684
2989,0.009572
2990,0.009672
2991,0.009769
2992,0.009848
2993,0.009633
2994,0.009619
2995,0.009710
2996,0.009772
2997,0.009639
2998,0.010302
2999,0.009612
3000,0.009569
3001,0.009807
3002,0.009565
3003,0.009712
3004,0.009733
3005,0.009790
3006,0.009599
3007,0.009651
3008,0.009784
3009,0.009613
3010,0.009593
3011,0.009761
3012,0.009717
3013,0.009605
3014,0.010299
3015,0.009708
3016,0.009636
3017,0.009727
3018,0.009677
3019,0.009659
3020,0.009765
3021,0.009751
3022,0.009708
3023,0.009782
3024,0.009601
3025,0.009641
3026,0.009697
3027,0.009672
3028,0.009733
3029,0.009647
3030,0.009797
3031,0.009772
3032,0.009747
3033,0.010204
3034,0.009811
3035,0.009954
3036,0.009516
3037,0.009911
3038,0.009488
3039,0.009970
3040,0.009348
3041,0.009788
3042,0.009496
3043,0.009726
3044,0.009790
3045,0.009433
3046,0.009939
3047,0.009623
3048,0.009468
3049,0.009851
3050,0.010155
3051,0.009602
3052,0.009852
3053,0.009891
3054,0.009939
3055,0.009817
3056,0.009580
3057,0.009642
3058,0.009790
3059,0.009787
3060,0.009511
3061,0.009626
3062,0.009844
3063,0.009720
3064,0.009803
3065,0.009590
3066,0.009638
3067,0.009742
3068,0.009745
3069,0.009698
3070,0.009757
3071,0.009483
3072,0.010392
3073,0.009508
3074,0.009508
3075,0.009961
3076,0.009721
3077,0.009558
3078,0.009765
3079,0.009628
3080,0.009581
3081,0.009764
3082,0.009637
3083,0.009657
3084,0.009802
3085,0.009615
3086,0.009859
3087,0.016616
3088,0.032218
3089,0.011219
3090,0.009704
3091,0.009259
3092,0.009508
3093,0.009252
3094,0.009490
3095,0.009637
3096,0.009378
3097,0.009769
3098,0.009599
3099,0.009460
3100,0.009620
3101,0.009602
3102,0.009783
3103,0.009650
3104,0.010187
3105,0.009695
3106,0.009534
3107,0.009603
3108,0.009936
3109,0.009497
3110,0.009677
3111,0.009578
3112,0.009850
3113,0.009570
3114,0.009714
3115,0.010222
3116,0.009625
3117,0.009747
3118,0.009648
3119,0.009660
3120,0.009808
3121,0.009570
3122,0.009824
3123,0.009590
3124,0.009501
3125,0.009883
3126,0.009548
3127,0.009543
3128,0.009771
3129,0.009664
3130,0.009706
3131,0.009659
3132,0.009816
3133,0.010082
3134,0.009718
3135,0.009540
3136,0.009739
3137,0.009594
3138,0.010221
3139,0.009465
3140,0.009854
3141,0.009400
3142,0.009865
3143,0.009600
3144,0.009686
3145,0.010057
3146,0.009606
3147,0.009807
3148,0.009756
3149,0.009608
3150,0.009512
3151,0.009738
3152,0.009732
3153,0.009732
3154,0.009564
3155,0.009536
3156,0.009821
3157,0.009712
3158,0.009612
3159,0.009515
3160,0.009740
3161,0.010282
3162,0.009513
3163,0.009761
3164,0.009598
3165,0.009654
3166,0.009824
3167,0.009652
3168,0.009673
3169,0.009524
3170,0.009884
3171,0.009706
3172,0.009719
3173,0.009631
3174,0.009631
3175,0.009861
3176,0.009633
3177,0.009759
3178,0.009724
3179,0.009624
3180,0.010023
3181,0.009877
3182,0.009486
3183,0.009734
3184,0.009893
3185,0.009595
3186,0.009534
3187,0.009891
3188,0.009766
3189,0.009695
3190,0.009586
3191,0.009649
3192,0.009789
3193,0.009553
3194,0.009800
3195,0.009655
3196,0.010117
3197,0.009788
3198,0.009654
3199,0.009654
3200,0.010337
3201,0.009583
3202,0.009676
3203,0.009802
3204,0.009679
3205,0.009622
3206,0.009747
3207,0.009940
3208,0.009461
3209,0.009740
3210,0.009744
3211,0.009643
3212,0.009830
3213,0.009411
3214,0.009920
3215,0.009593
3216,0.009698
3217,0.009702
3218,0.010179
3219,0.009679
3220,0.009463
3221,0.009538
3222,0.009734
3223,0.009650
3224,0.009602
3225,0.009823
3226,0.009423
3227,0.009826
3228,0.009641
3229,0.009905
3230,0.009714
3231,0.009724
3232,0.009664
3233,0.009727
3234,0.009718
3235,0.009480
3236,0.009587
3237,0.010264
3238,0.009659
3239,0.009787
3240,0.009608
3241,0.009755
3242,0.009578
3243,0.009721
3244,0.009613
3245,0.009926
3246,0.009644
3247,0.009668
3248,0.009806
3249,0.009529
3250,0.009626
3251,0.010007
3252,0.009561
3253,0.009789
3254,0.009867
3255,0.009614
3256,0.010207
3257,0.009592
3258,0.009654
3259,0.009803
3260,0.009693
3261,0.009752
3262,0.009637
3263,0.009643
3264,0.009611
3265,0.009791
3266,0.009671
3267,0.009671
3268,0.009684
3269,0.009838
3270,0.009373
3271,0.009806
3272,0.010232
3273,0.009624
3274,0.009840
3275,0.009881
3276,0.009603
3277,0.009772
3278,0.009632
3279,0.009544
3280,0.009842
3281,0.009646
3282,0.009710
3283,0.009597
3284,0.009897
3285,0.009509
3286,0.009776
3287,0.009779
3288,0.010027
3289,0.009575
3290,0.009867
3291,0.009684
3292,0.009692
3293,0.009594
3294,0.009757
3295,0.009588
3296,0.010032
3297,0.009581
3298,0.009523
3299,0.009751
3300,0.009763
3301,0.009867
3302,0.010157
3303,0.009634
3304,0.009655
3305,0.009729
3306,0.009744
3307,0.009671
3308,0.009778
3309,0.009698
3310,0.009743
3311,0.027056
3312,0.022503
3313,0.010729
3314,0.008895
3315,0.009529
3316,0.009451
3317,0.009868
3318,0.009486
3319,0.009507
3320,0.009539
3321,0.009783
3322,0.009737
3323,0.009462
3324,0.009623
3325,0.009711
3326,0.009727
3327,0.009693
3328,0.009666
3329,0.009644
3330,0.009820
3331,0.010039
3332,0.009727
3333,0.009562
3334,0.009885
3335,0.009751
3336,0.010037
3337,0.009556
3338,0.009774
3339,0.009624
3340,0.009736
3341,0.009700
3342,0.009637
3343,0.009687
3344,0.009618
3345,0.009620
3346,0.009874
3347,0.009488
3348,0.009719
3349,0.009773
3350,0.009800
3351,0.009580
3352,0.009628
3353,0.009785
3354,0.010315
3355,0.009657
3356,0.009702
3357,0.009628
3358,0.009634
3359,0.009524
3360,0.009831
3361,0.009737
3362,0.009631
3363,0.009948
3364,0.009543
3365,0.009949
3366,0.009679
3367,0.009800
3368,0.009713
3369,0.009781
3370,0.009440
3371,0.009886
3372,0.009680
3373,0.009476
3374,0.009804
3375,0.009696
3376,0.009610
3377,0.009845
3378,0.009780
3379,0.009549
3380,0.009645
3381,0.009581
3382,0.009826
3383,0.009506
3384,0.010092
3385,0.009750
3386,0.009472
3387,0.009918
3388,0.009688
3389,0.009901
3390,0.009612
3391,0.009631
3392,0.009583
3393,0.009493
3394,0.009660
3395,0.009975
3396,0.009570
3397,0.009783
3398,0.009629
3399,0.009708
3400,0.009678
3401,0.009880
3402,0.009968
3403,0.009720
3404,0.009814
3405,0.009584
3406,0.009801
3407,0.009845
3408,0.009579
3409,0.009664
3410,0.009801
3411,0.009587
3412,0.009843
3413,0.009609
3414,0.009699
3415,0.009720
3416,0.009871
3417,0.010117
3418,0.009742
3419,0.009881
3420,0.009547
3421,0.009674
3422,0.009740
3423,0.009596
3424,0.009846
3425,0.009565
3426,0.009679
3427,0.009826
3428,0.009685
3429,0.009746
3430,0.009680
3431,0.009778
3432,0.009651
3433,0.009985
3434,0.009453
3435,0.009748
3436,0.010183
3437,0.009586
3438,0.009794
3439,0.009636
3440,0.009766
3441,0.009641
3442,0.009814
3443,0.009589
3444,0.009788
3445,0.009567
3446,0.009941
3447,0.009578
3448,0.009664
3449,0.009663
3450,0.009743
3451,0.010240
3452,0.009572
3453,0.009921
3454,0.009615
3455,0.009647
3456,0.009767
3457,0.009631
3458,0.009960
3459,0.009377
3460,0.009733
3461,0.009707
3462,0.009866
3463,0.009638
3464,0.009612
3465,0.009822
3466,0.009686
3467,0.009670
3468,0.010054
3469,0.009669
3470,0.009655
3471,0.009799
3472,0.009551
3473,0.009827
3474,0.009805
3475,0.009556
3476,0.010366
3477,0.009450
3478,0.009897
3479,0.009710
3480,0.009512
3481,0.009553
3482,0.009863
3483,0.009564
3484,0.009718
3485,0.009696
3486,0.009832
3487,0.009756
3488,0.009485
3489,0.009780
3490,0.009770
3491,0.009620
3492,0.009841
3493,0.009631
3494,0.010095
3495,0.009684
3496,0.009963
3497,0.009446
3498,0.009609
3499,0.009626
3500,0.009731
3501,0.009677
3502,0.009794
3503,0.009640
3504,0.009564
3505,0.009813
3506,0.009720
3507,0.009746
3508,0.009567
3509,0.009699
3510,0.009439
3511,0.009778
3512,0.009888
3513,0.010165
3514,0.009659
3515,0.009694
3516,0.009655
3517,0.009691
3518,0.009606
3519,0.009534
3520,0.009825
3521,0.009868
3522,0.009705
3523,0.009679
3524,0.009492
3525,0.009674
3526,0.009760
3527,0.009819
3528,0.009968
3529,0.009924
3530,0.009479
3531,0.009694
3532,0.009774
3533,0.009661
3534,0.009949
3535,0.042035
3536,0.006028
3537,0.010258
3538,0.009176
3539,0.009567
3540,0.009455
3541,0.009510
3542,0.009583
3543,0.009753
3544,0.010076
3545,0.009665
3546,0.009648
3547,0.009556
3548,0.009707
3549,0.009603
3550,0.009759
3551,0.009832
3552,0.009537
3553,0.009716
3554,0.009695
3555,0.009725
3556,0.009662
3557,0.009620
3558,0.009595
3559,0.009863
3560,0.009699
3561,0.009590
3562,0.010070
3563,0.009746
3564,0.009714
3565,0.009723
3566,0.009787
3567,0.009600
3568,0.010253
3569,0.009806
3570,0.009742
3571,0.009470
3572,0.009857
3573,0.009576
3574,0.009779
3575,0.009697
3576,0.009656
3577,0.009746
3578,0.010176
3579,0.009712
3580,0.009707
3581,0.009610
3582,0.009626
3583,0.009661
3584,0.009813
3585,0.009625
3586,0.009639
3587,0.009681
3588,0.009645
3589,0.009719
3590,0.009832
3591,0.009779
3592,0.009613
3593,0.009734
3594,0.009544
3595,0.009799
3596,0.010315
3597,0.009760
3598,0.009605
3599,0.009564
3600,0.009678
3601,0.009829
3602,0.009613
3603,0.009745
3604,0.009555
3605,0.009823
3606,0.009501
3607,0.009930
3608,0.009709
3609,0.010007
3610,0.009699
3611,0.009879
3612,0.009605
3613,0.009919
3614,0.009808
3615,0.009676
